Locality,Total_SqFt,BHK,Bathrooms,Dist_to_School_km,Dist_to_Hospital_km,Dist_to_Railway_km,Parking_Available,Gated_Security,Price_INR
Gopala,3843,4,5,1.5,1.93,11.54,1,0,20642000.0
Vinoba Nagar,1581,2,2,0.53,1.84,6.75,1,0,10632000.0
Sulebailu,1004,2,2,3.38,6.59,2.87,1,0,3692000.0
Bommanakatte,1303,2,2,2.82,6.92,3.54,1,0,5087000.0
Bommanakatte,4118,4,5,4.64,4.93,8.25,1,0,17354000.0
Alkola,2956,4,5,1.51,4.41,6.6,1,0,14472000.0
Gadikoppa,779,1,1,0.55,2.0,6.32,0,1,5382000.0
KHB Colony,1161,2,2,1.75,1.56,3.41,1,0,6719000.0
Gopala,3539,4,4,2.21,1.72,1.4,1,0,19006000.0
KHB Colony,2043,3,3,1.46,1.47,7.9,1,0,11830000.0
Gadikoppa,3775,4,4,0.77,1.83,5.24,1,1,27319000.0
Gadikoppa,626,1,2,2.06,2.33,4.4,1,1,4680000.0
Basavanagudi,2440,3,3,0.59,0.93,1.09,0,0,18204000.0
Gopala,3433,4,4,2.31,1.65,6.78,1,0,18472000.0
Vinoba Nagar,3936,4,4,1.16,2.49,5.62,1,0,26522000.0
Gopala,1343,2,2,2.65,3.31,10.16,1,0,7096000.0
Bommanakatte,2004,3,3,4.09,6.15,3.47,0,0,8184000.0
Alkola,1938,3,3,2.37,2.42,9.99,1,0,9942000.0
Vinoba Nagar,3448,4,4,1.32,1.21,1.08,0,1,23348000.0
Sulebailu,1017,2,3,5.55,6.19,7.58,1,0,3533000.0
Gadikoppa,3493,4,4,1.55,1.65,2.74,1,0,25232000.0
Sulebailu,4213,4,4,3.33,5.59,5.71,0,0,15711000.0
Gadikoppa,2917,4,4,0.54,2.66,2.59,1,1,21140000.0
Vinoba Nagar,2742,3,3,1.48,1.5,8.94,0,1,18759000.0
Vinoba Nagar,4462,4,4,0.66,1.34,9.0,0,0,30310000.0
Gadikoppa,4372,4,4,1.23,2.51,11.61,0,1,31451000.0
KHB Colony,3711,4,4,1.22,2.65,11.86,1,0,21401000.0
KHB Colony,3951,4,4,1.77,2.75,1.29,1,0,22636000.0
Gadikoppa,3337,4,4,2.07,1.38,8.02,1,1,24317000.0
Vinoba Nagar,2382,3,4,1.14,1.6,8.46,1,1,16516000.0
Basavanagudi,1131,2,3,1.1,1.04,8.56,1,0,8667000.0
Gadikoppa,4391,4,4,1.72,1.75,8.72,1,1,31689000.0
Basavanagudi,1896,3,3,1.04,1.08,7.15,1,0,14194000.0
Bommanakatte,1681,3,4,2.6,4.75,8.59,1,0,7244000.0
Sulebailu,3688,4,4,4.21,5.65,2.3,1,0,14085000.0
Alkola,3640,4,4,1.14,3.93,7.78,1,0,18616000.0
Alkola,3054,4,4,2.19,2.28,6.87,0,0,15378000.0
Gadikoppa,2301,3,3,0.75,1.08,4.1,1,1,16999000.0
Basavanagudi,2155,3,3,0.71,0.95,8.73,1,0,15963000.0
Gadikoppa,771,1,1,1.48,2.03,5.76,1,1,5488000.0
Gadikoppa,4366,4,5,2.18,2.99,4.22,1,1,31404000.0
Alkola,1406,2,2,2.22,3.85,9.11,0,0,7063000.0
Sulebailu,1305,2,2,5.79,6.46,10.43,1,0,4545000.0
Alkola,3311,4,4,2.18,3.91,8.95,1,0,16776000.0
KHB Colony,1981,3,3,1.33,2.51,4.62,0,0,11364000.0
Gadikoppa,1354,2,2,1.37,1.14,6.37,1,1,9976000.0
Vinoba Nagar,2251,3,3,0.63,2.37,5.16,1,1,15709000.0
Sulebailu,2599,3,3,3.43,8.24,3.45,1,0,9640000.0
KHB Colony,3081,4,4,1.54,1.92,4.58,1,0,17890000.0
Gadikoppa,4238,4,4,2.28,1.94,8.23,1,1,30677000.0
Basavanagudi,3938,4,4,0.98,1.12,11.46,1,0,29612000.0
Bommanakatte,3297,4,4,3.88,5.98,4.55,1,0,14145000.0
Gopala,1983,3,3,1.4,3.9,6.63,1,0,10367000.0
Vinoba Nagar,1852,3,3,1.32,1.59,6.47,0,1,12501000.0
Basavanagudi,2260,3,3,0.99,1.06,5.42,1,0,17197000.0
Gadikoppa,3944,4,4,2.14,2.71,2.89,1,0,28428000.0
KHB Colony,2629,3,3,1.03,1.15,4.01,0,0,15256000.0
Gadikoppa,2532,3,4,1.36,1.82,2.25,1,1,18345000.0
Sulebailu,2767,3,3,3.0,8.82,9.96,1,0,10504000.0
Alkola,847,1,1,2.44,3.7,7.28,1,0,4260000.0
KHB Colony,3451,4,4,1.48,2.87,1.84,1,0,20130000.0
Bommanakatte,1549,2,2,4.85,4.19,5.43,0,0,6349000.0
Gadikoppa,3645,4,4,2.32,2.69,2.4,0,1,25963000.0
Sulebailu,1602,3,3,4.21,8.56,5.22,1,0,5880000.0
Gopala,3930,4,5,2.86,2.64,9.08,1,0,21418000.0
Gadikoppa,1481,2,2,1.9,2.41,6.42,1,1,10816000.0
Sulebailu,3196,4,5,3.92,5.17,7.97,1,0,12366000.0
Alkola,3761,4,4,1.25,3.94,2.43,1,0,18999000.0
KHB Colony,1554,2,2,1.63,2.62,1.49,1,0,8868000.0
Sulebailu,1673,3,3,4.57,7.65,5.19,1,0,6073000.0
Vinoba Nagar,2779,3,3,1.31,0.55,1.88,1,1,19091000.0
Gopala,2880,4,4,2.22,3.55,5.45,1,0,15486000.0
Basavanagudi,3044,4,4,0.9,0.93,11.44,1,0,22934000.0
Gadikoppa,1571,2,3,1.03,1.99,10.31,1,1,11575000.0
Gadikoppa,4055,4,4,1.96,1.33,4.86,1,1,29260000.0
Bommanakatte,3567,4,5,4.51,5.11,8.13,1,0,15271000.0
Gopala,3762,4,4,2.23,2.57,3.01,1,0,20137000.0
Sulebailu,2045,3,3,5.09,8.06,5.85,1,0,7648000.0
Vinoba Nagar,2364,3,3,1.45,2.45,4.42,1,1,16435000.0
Gadikoppa,2778,3,4,2.5,2.5,10.5,1,1,20148000.0
Gadikoppa,2082,3,3,2.25,1.4,1.86,1,1,15204000.0
Vinoba Nagar,4481,4,4,1.75,1.34,3.13,1,1,30649000.0
KHB Colony,1689,3,3,1.79,2.16,9.59,0,0,9604000.0
Alkola,3594,4,4,2.31,2.74,1.13,1,0,18227000.0
KHB Colony,4350,4,4,1.53,2.75,11.04,1,0,25537000.0
Basavanagudi,2389,3,3,0.51,1.15,5.16,0,0,17582000.0
Alkola,1549,2,2,1.73,2.06,8.56,1,0,7612000.0
Gopala,4104,4,4,1.46,2.84,3.19,1,0,22206000.0
Vinoba Nagar,909,2,2,1.63,0.72,6.15,0,1,6301000.0
Basavanagudi,3804,4,4,1.0,0.69,11.83,0,0,28195000.0
Bommanakatte,1170,2,2,3.9,4.18,4.01,1,0,5022000.0
Sulebailu,3368,4,4,4.73,7.79,2.81,0,0,12404000.0
Gadikoppa,1477,2,2,1.93,1.14,11.69,0,1,10530000.0
Sulebailu,1803,3,3,5.66,6.13,5.82,1,0,6681000.0
Basavanagudi,3731,4,4,1.27,0.6,11.89,0,0,27800000.0
Bommanakatte,1947,3,3,3.15,6.15,8.94,1,0,8415000.0
Basavanagudi,2158,3,3,1.14,0.36,2.86,1,0,16523000.0
KHB Colony,4234,4,5,1.37,2.38,8.38,0,0,24561000.0
Vinoba Nagar,2439,3,3,1.44,0.51,3.05,0,1,16602000.0
Basavanagudi,1924,3,4,1.04,0.8,6.45,1,0,14496000.0
KHB Colony,1741,3,3,1.52,2.47,7.13,1,0,9973000.0
KHB Colony,2725,3,3,1.29,1.32,6.99,1,0,15501000.0
KHB Colony,681,1,1,1.62,1.38,6.16,1,0,3607000.0
Gopala,1380,2,2,2.88,3.18,1.82,1,0,7431000.0
Bommanakatte,1155,2,3,4.97,6.85,1.86,1,0,4746000.0
Gadikoppa,3960,4,4,1.77,2.55,1.37,1,0,28411000.0
Gadikoppa,4126,4,4,1.44,1.67,2.18,0,0,29660000.0
KHB Colony,3736,4,4,1.73,2.27,8.1,1,0,21636000.0
Gopala,2091,3,3,2.39,2.97,10.16,0,0,11104000.0
Sulebailu,2226,3,3,4.86,8.56,6.46,1,0,8534000.0
Gopala,1496,2,3,1.12,1.63,5.18,1,0,8253000.0
Gopala,3386,4,4,1.55,2.87,2.59,0,0,18223000.0
Gopala,4497,4,4,1.36,2.52,4.91,1,0,24102000.0
Gadikoppa,3433,4,4,1.03,1.75,6.48,1,0,24751000.0
Basavanagudi,3747,4,5,1.2,0.42,1.48,1,0,28272000.0
Alkola,3211,4,4,2.11,3.75,3.71,1,0,16355000.0
Alkola,3698,4,4,2.29,3.72,11.33,1,0,18709000.0
KHB Colony,1738,3,3,1.74,1.77,4.63,1,0,9872000.0
Sulebailu,1960,3,4,4.16,5.63,8.65,0,0,7024000.0
Alkola,3100,4,4,1.03,3.09,1.24,1,0,15929000.0
Vinoba Nagar,2943,4,4,0.7,1.25,8.39,1,1,20080000.0
KHB Colony,4024,4,5,1.25,1.45,6.71,1,0,23428000.0
Gopala,3596,4,5,2.28,3.54,7.16,1,0,19474000.0
Basavanagudi,643,1,1,1.12,1.22,6.01,1,0,4740000.0
Basavanagudi,1106,2,3,0.72,0.95,11.43,0,0,7911000.0
KHB Colony,2020,3,4,1.31,2.64,7.09,1,0,11708000.0
Gopala,3895,4,4,1.77,3.59,11.64,1,0,21113000.0
Basavanagudi,2033,3,3,0.5,1.17,6.85,1,0,15276000.0
Vinoba Nagar,2014,3,3,1.57,2.1,4.81,0,0,13225000.0
Basavanagudi,2629,3,4,1.32,0.54,3.49,1,0,19678000.0
Basavanagudi,1629,3,3,0.55,0.42,8.9,1,0,12593000.0
Basavanagudi,2245,3,4,0.64,0.92,7.33,0,0,16721000.0
Bommanakatte,2403,3,3,4.61,4.94,10.23,1,0,10067000.0
Vinoba Nagar,2902,4,4,1.65,1.35,6.03,1,1,20214000.0
KHB Colony,1921,3,3,1.67,2.28,11.24,1,0,10916000.0
Gopala,4227,4,4,2.97,2.12,1.88,0,0,22779000.0
Vinoba Nagar,3408,4,4,0.5,1.95,8.23,1,1,23299000.0
Gadikoppa,2121,3,3,1.04,1.37,8.49,1,1,15649000.0
Sulebailu,1726,3,4,4.23,5.43,10.97,0,0,6209000.0
Gopala,3563,4,4,2.29,1.58,1.01,0,0,19048000.0
Bommanakatte,2948,4,4,2.6,5.46,8.83,1,0,12449000.0
Alkola,4347,4,4,2.16,4.43,6.13,1,0,22107000.0
Vinoba Nagar,3873,4,4,0.88,1.69,1.17,1,1,26677000.0
KHB Colony,4387,4,5,1.5,1.55,8.14,1,0,25402000.0
Basavanagudi,3541,4,4,1.49,1.47,10.7,1,0,26325000.0
Gopala,1679,3,3,2.44,3.01,11.08,0,0,8637000.0
Basavanagudi,2456,3,3,0.67,0.35,11.96,1,0,18705000.0
KHB Colony,2723,3,3,1.82,1.17,7.85,0,0,15604000.0
Bommanakatte,1694,3,3,3.82,6.21,10.22,1,0,6987000.0
KHB Colony,3524,4,5,1.4,1.73,7.16,1,0,20615000.0
Gopala,3029,4,4,2.29,2.34,1.38,1,0,16193000.0
Vinoba Nagar,3754,4,4,0.76,1.02,6.46,1,1,25895000.0
Gadikoppa,793,1,1,2.14,2.13,11.61,1,1,5656000.0
KHB Colony,662,1,1,1.22,1.4,11.9,1,0,3748000.0
Gopala,679,1,1,2.94,2.93,3.42,1,0,3471000.0
Sulebailu,3978,4,4,5.79,6.37,11.6,1,0,15350000.0
Bommanakatte,2279,3,3,3.43,4.06,2.4,1,0,9438000.0
Sulebailu,3181,4,4,4.1,8.63,4.35,1,0,11991000.0
Vinoba Nagar,2303,3,3,1.46,0.97,7.37,1,1,15791000.0
Vinoba Nagar,760,1,1,1.85,2.41,5.25,1,1,5486000.0
Gadikoppa,1662,3,3,1.85,1.4,1.88,1,0,11945000.0
Bommanakatte,3341,4,4,3.68,5.71,11.21,1,0,13976000.0
Gopala,1451,2,2,1.89,2.3,8.96,1,0,7899000.0
Gopala,3737,4,5,1.72,3.34,7.6,0,0,20067000.0
Sulebailu,3273,4,5,5.93,8.83,1.66,1,0,12255000.0
Basavanagudi,3629,4,4,1.02,0.66,7.64,1,0,27086000.0
KHB Colony,1512,2,2,1.56,1.65,4.23,0,0,8594000.0
Sulebailu,4328,4,4,5.46,5.5,10.43,1,0,16734000.0
Gopala,3472,4,4,1.43,2.43,4.66,0,0,18501000.0
KHB Colony,2117,3,4,1.64,2.53,9.35,1,0,12606000.0
Bommanakatte,1064,2,2,3.33,5.51,1.15,0,0,4133000.0
Sulebailu,993,2,3,3.09,8.64,1.09,1,0,3487000.0
KHB Colony,1511,2,2,1.89,2.31,8.39,0,0,8622000.0
Bommanakatte,1194,2,2,3.23,5.69,2.1,1,0,5006000.0
Bommanakatte,1944,3,3,3.9,6.29,7.81,1,0,8199000.0
Basavanagudi,875,1,1,0.82,0.78,9.53,1,0,6627000.0
Vinoba Nagar,4060,4,4,0.56,1.67,3.53,0,1,27881000.0
Gopala,3642,4,4,2.87,3.52,7.99,1,0,19653000.0
Sulebailu,3402,4,4,3.61,6.77,1.63,1,0,13169000.0
KHB Colony,1647,3,3,1.03,2.22,8.88,1,0,9877000.0
Alkola,1064,2,2,1.47,2.87,6.35,1,0,5376000.0
KHB Colony,3432,4,4,1.27,2.06,7.68,1,0,19979000.0
KHB Colony,3984,4,4,1.48,1.68,6.96,1,0,23024000.0
Basavanagudi,4330,4,4,0.23,1.01,3.78,1,0,32900000.0
Gadikoppa,1053,2,2,2.42,1.02,11.89,1,1,7800000.0
Gadikoppa,1853,3,3,1.37,1.4,2.18,1,0,13335000.0
Bommanakatte,2907,4,4,4.57,6.04,1.72,1,0,12251000.0
Basavanagudi,1795,3,3,0.29,1.36,10.77,1,0,13507000.0
Bommanakatte,3355,4,4,2.94,5.43,6.44,1,0,13962000.0
Sulebailu,3559,4,4,3.39,6.82,9.92,1,0,13628000.0
Alkola,1159,2,2,1.05,3.69,5.45,1,0,5844000.0
Gadikoppa,3402,4,4,1.45,1.85,10.46,1,1,24858000.0
Alkola,2751,3,3,1.67,3.03,6.92,1,0,13928000.0
Alkola,3466,4,5,1.02,3.06,3.06,0,0,17614000.0
Vinoba Nagar,3899,4,4,0.63,1.42,9.18,1,1,26898000.0
Alkola,3770,4,4,2.28,3.07,11.58,1,0,18995000.0
Gadikoppa,2878,4,4,1.46,2.01,10.36,1,1,20921000.0
Bommanakatte,2808,4,4,3.23,4.85,3.62,1,0,12156000.0
Gadikoppa,2508,3,3,1.91,2.58,3.13,1,1,18338000.0
Alkola,2874,4,4,1.87,3.93,4.66,1,0,14496000.0
Alkola,2014,3,3,1.32,3.19,4.5,1,0,10327000.0
Gopala,3406,4,4,2.0,3.68,1.92,1,0,18273000.0
KHB Colony,615,1,1,1.94,2.65,1.46,1,0,3272000.0
Sulebailu,3253,4,4,4.3,8.92,1.97,1,0,12135000.0
Gopala,3122,4,4,2.66,2.4,5.73,1,0,16879000.0
Bommanakatte,4080,4,5,2.77,5.28,2.09,1,0,17315000.0
Sulebailu,3246,4,4,3.02,6.27,8.45,1,0,12344000.0
KHB Colony,2918,4,4,1.82,1.26,11.98,1,0,16913000.0
Sulebailu,1920,3,3,3.71,8.63,4.4,1,0,7122000.0
Alkola,3439,4,4,1.34,3.76,3.1,1,0,17439000.0
Vinoba Nagar,1061,2,2,0.54,0.9,3.67,1,0,7464000.0
Sulebailu,1427,2,2,3.27,7.78,2.83,1,0,5237000.0
Gopala,3685,4,4,1.7,3.65,2.39,1,0,19883000.0
Gadikoppa,4168,4,4,1.48,2.85,6.73,1,1,30057000.0
KHB Colony,3627,4,5,1.82,1.87,1.8,1,0,20900000.0
Bommanakatte,1374,2,2,4.72,6.87,10.54,0,0,5360000.0
Sulebailu,4065,4,4,4.1,7.41,7.67,1,0,15503000.0
KHB Colony,2243,3,3,1.49,1.36,6.64,1,0,13169000.0
Bommanakatte,1369,2,2,4.27,4.76,10.48,1,0,5586000.0
Basavanagudi,1836,3,3,1.36,1.35,6.96,1,0,13759000.0
Gadikoppa,4163,4,5,1.99,2.01,8.12,1,1,30063000.0
Gadikoppa,3912,4,4,0.81,1.54,7.5,1,0,28094000.0
KHB Colony,1598,2,2,1.24,1.58,11.32,1,0,9217000.0
KHB Colony,1531,2,2,1.19,1.9,7.61,1,0,8930000.0
Vinoba Nagar,4437,4,4,0.99,2.18,2.14,1,0,30219000.0
Alkola,4340,4,4,1.54,2.72,6.51,1,0,21997000.0
KHB Colony,4372,4,4,1.76,2.71,11.7,1,0,25198000.0
Gadikoppa,3077,4,4,2.49,2.46,11.48,1,1,22512000.0
Sulebailu,4257,4,4,3.76,6.48,1.22,1,0,16812000.0
Vinoba Nagar,3487,4,4,0.74,1.24,5.66,1,1,24076000.0
Gopala,3621,4,4,2.71,3.51,2.45,1,0,19165000.0
Bommanakatte,3434,4,4,3.39,4.75,8.64,1,0,14474000.0
Alkola,668,1,2,2.27,2.02,11.31,1,0,3193000.0
Bommanakatte,3016,4,4,2.84,5.84,2.83,1,0,12624000.0
Basavanagudi,3821,4,4,0.25,0.25,1.29,1,0,28939000.0
Gadikoppa,4140,4,4,1.53,2.43,4.01,0,1,29740000.0
KHB Colony,4100,4,4,1.65,1.99,7.82,1,0,23900000.0
Gadikoppa,2534,3,3,2.25,1.86,5.54,1,1,18562000.0
Bommanakatte,4274,4,4,2.58,6.25,9.35,1,0,18168000.0
Bommanakatte,3692,4,4,2.73,5.69,6.27,0,0,15423000.0
Alkola,2119,3,3,2.15,4.26,5.5,1,0,10617000.0
Basavanagudi,3470,4,4,0.72,0.95,7.42,1,0,26212000.0
Bommanakatte,4174,4,5,4.65,4.93,11.68,0,0,17637000.0
KHB Colony,1316,2,2,1.59,2.26,10.3,1,0,7682000.0
Gadikoppa,3131,4,4,2.3,2.95,10.92,0,1,22523000.0
Vinoba Nagar,3545,4,4,1.29,1.14,1.83,1,1,24343000.0
KHB Colony,4149,4,4,1.63,1.82,3.79,1,0,24125000.0
Bommanakatte,2491,3,4,3.68,4.58,3.29,1,0,10769000.0
Basavanagudi,1161,2,2,0.47,1.04,10.58,1,0,8809000.0
KHB Colony,3690,4,5,1.35,1.78,6.62,1,0,21577000.0
Bommanakatte,3019,4,5,2.93,5.07,4.2,1,0,12931000.0
Sulebailu,2509,3,3,4.57,7.22,9.17,1,0,9485000.0
Basavanagudi,3929,4,4,1.45,0.78,9.31,1,0,29588000.0
Basavanagudi,2136,3,3,1.43,0.48,1.82,1,0,15837000.0
Alkola,4361,4,4,1.59,2.91,4.5,1,0,22576000.0
Bommanakatte,3467,4,4,3.19,6.19,10.16,1,0,14639000.0
Vinoba Nagar,2892,4,4,1.57,1.35,8.17,1,0,19527000.0
Vinoba Nagar,2674,3,3,0.61,0.95,9.23,1,1,18111000.0
Bommanakatte,2943,4,4,3.69,6.86,3.72,1,0,12079000.0
Sulebailu,1375,2,3,5.4,5.97,8.98,0,0,4774000.0
Gopala,4018,4,5,2.77,3.52,11.65,1,0,21449000.0
Gopala,635,1,1,1.33,3.96,2.06,1,0,3564000.0
KHB Colony,3013,4,4,1.66,1.23,7.11,1,0,17360000.0
KHB Colony,1574,2,2,1.68,1.46,6.6,1,0,9043000.0
Alkola,2863,4,4,1.56,3.14,2.95,1,0,14696000.0
Bommanakatte,2030,3,3,3.41,4.63,9.54,1,0,8466000.0
Alkola,2152,3,4,1.25,3.94,3.52,1,0,11237000.0
Bommanakatte,4115,4,4,3.63,4.05,5.69,1,0,17299000.0
Gopala,3915,4,4,1.31,3.12,3.01,1,0,21291000.0
Gadikoppa,812,1,1,1.91,1.45,9.75,1,1,5897000.0
Vinoba Nagar,2461,3,3,1.4,1.44,8.68,1,0,16914000.0
Basavanagudi,3971,4,4,1.45,0.85,11.09,1,0,29700000.0
Vinoba Nagar,3117,4,5,0.83,0.52,8.88,1,1,21638000.0
Alkola,4312,4,5,1.51,3.02,4.84,1,0,21867000.0
Vinoba Nagar,1005,2,2,1.76,0.63,11.37,1,0,6739000.0
Sulebailu,1434,2,2,4.93,8.03,2.3,1,0,4958000.0
Sulebailu,4110,4,4,5.67,7.8,3.22,1,0,15481000.0
Bommanakatte,1131,2,3,4.24,5.52,1.28,1,0,4579000.0
Vinoba Nagar,2173,3,3,0.84,0.74,5.0,1,1,15066000.0
Sulebailu,2269,3,3,4.43,8.42,6.19,1,0,8511000.0
Alkola,2332,3,4,2.28,3.47,10.78,1,0,11791000.0
Vinoba Nagar,2149,3,3,1.69,1.06,7.12,1,0,14535000.0
KHB Colony,1898,3,3,1.95,1.68,2.19,1,0,10655000.0
Gopala,2153,3,3,2.17,2.2,11.01,1,0,11644000.0
Alkola,3268,4,4,1.15,4.33,5.12,0,0,16654000.0
Gadikoppa,2618,3,3,0.61,1.57,10.01,0,1,18711000.0
Sulebailu,4281,4,4,4.08,7.45,2.68,0,0,16133000.0
Vinoba Nagar,4399,4,4,1.31,2.08,6.44,1,0,29868000.0
KHB Colony,3007,4,4,1.15,1.36,5.77,1,0,17326000.0
Alkola,2563,3,3,1.09,2.2,8.07,1,0,12951000.0
Gopala,3317,4,4,1.02,2.7,5.56,0,0,17639000.0
Bommanakatte,2702,3,3,3.96,5.26,11.66,0,0,11085000.0
Sulebailu,1843,3,3,4.44,5.01,3.67,1,0,7023000.0
Alkola,1954,3,3,1.39,3.37,3.06,0,0,9722000.0
Alkola,2264,3,3,2.05,3.39,10.38,1,0,11190000.0
KHB Colony,2210,3,3,1.17,1.3,7.35,1,0,13291000.0
Gopala,1069,2,2,2.89,2.12,8.35,1,0,5799000.0
Bommanakatte,2555,3,3,3.92,6.08,7.51,1,0,10685000.0
Basavanagudi,2897,4,4,0.48,0.25,1.47,1,0,22015000.0
Alkola,2655,3,3,1.72,4.18,4.95,1,0,13628000.0
KHB Colony,1276,2,2,1.56,2.07,2.52,1,0,7341000.0
KHB Colony,4193,4,4,1.88,2.35,4.93,1,0,24261000.0
Basavanagudi,2477,3,3,0.53,1.34,11.16,1,0,18623000.0
KHB Colony,750,1,1,1.04,2.81,6.33,1,0,4437000.0
Gopala,792,1,1,1.19,3.27,6.38,0,0,4080000.0
Bommanakatte,932,2,2,4.02,4.76,11.17,1,0,3727000.0
Alkola,3841,4,4,2.39,3.78,5.05,1,0,19452000.0
KHB Colony,3831,4,5,1.02,1.27,8.2,1,0,22200000.0
KHB Colony,2465,3,3,1.42,1.51,5.1,0,0,14038000.0
Basavanagudi,2413,3,4,1.05,0.49,1.9,1,0,18037000.0
Gopala,818,1,1,1.71,3.91,11.6,1,0,4572000.0
Basavanagudi,1586,2,3,0.4,0.77,6.57,1,0,12043000.0
Sulebailu,3707,4,4,5.31,5.42,9.46,1,0,14256000.0
Sulebailu,1413,2,2,4.61,8.83,7.47,0,0,5062000.0
Alkola,1174,2,2,1.11,2.12,4.88,1,0,5870000.0
Alkola,986,2,3,2.35,3.3,6.13,1,0,4674000.0
Alkola,1564,2,2,1.26,4.04,5.44,1,0,7883000.0
Basavanagudi,1683,3,4,1.36,1.03,8.08,1,0,12728000.0
Sulebailu,989,2,2,5.6,7.97,11.44,1,0,3265000.0
Gopala,4150,4,4,1.73,3.47,2.34,0,0,21866000.0
Sulebailu,2775,3,4,4.86,5.59,2.76,0,0,10448000.0
Gadikoppa,2411,3,3,1.37,1.48,7.84,0,1,17515000.0
Gopala,3972,4,4,1.14,2.95,10.92,0,0,20945000.0
Sulebailu,2582,3,3,3.19,7.5,5.59,1,0,9757000.0
KHB Colony,3150,4,4,1.56,2.19,5.1,1,0,18136000.0
Sulebailu,1514,2,3,4.9,7.28,5.21,1,0,5436000.0
Alkola,966,2,2,2.38,3.71,9.19,1,0,4729000.0
Gadikoppa,4056,4,5,1.64,2.48,9.62,1,1,29345000.0
Bommanakatte,2596,3,3,4.4,6.96,1.09,1,0,10734000.0
Bommanakatte,1127,2,2,2.95,4.12,4.03,1,0,4632000.0
Basavanagudi,1522,2,3,0.27,0.76,11.25,1,0,11385000.0
KHB Colony,4445,4,4,1.27,1.59,10.26,0,0,25629000.0
KHB Colony,3270,4,4,1.3,2.32,10.18,1,0,18952000.0
Gadikoppa,3938,4,4,1.84,1.04,6.52,1,1,28496000.0
Bommanakatte,1586,2,2,3.29,6.89,4.83,1,0,6588000.0
Vinoba Nagar,844,1,1,0.5,2.3,7.27,1,1,5984000.0
Gadikoppa,3228,4,5,2.14,2.09,4.72,1,1,23305000.0
Basavanagudi,4109,4,4,0.89,1.19,9.39,1,0,30716000.0
KHB Colony,846,1,1,1.44,1.09,3.69,1,0,5039000.0
Basavanagudi,4031,4,4,0.27,1.0,1.52,1,0,30377000.0
Alkola,3309,4,4,1.71,2.56,10.38,1,0,16970000.0
KHB Colony,2560,3,3,1.35,1.23,1.43,1,0,14805000.0
Alkola,1815,3,3,1.44,4.36,11.86,1,0,9255000.0
Basavanagudi,2663,3,4,0.39,1.29,9.04,1,0,20173000.0
KHB Colony,1676,3,3,1.77,2.72,1.15,1,0,9525000.0
Vinoba Nagar,3749,4,5,1.74,1.02,8.58,1,1,25773000.0
Bommanakatte,1289,2,2,2.89,5.77,9.17,1,0,5322000.0
Gadikoppa,2659,3,3,1.49,1.23,5.82,1,1,19550000.0
Basavanagudi,3352,4,5,1.45,0.73,8.19,0,0,25085000.0
KHB Colony,1222,2,2,1.04,1.72,1.19,0,0,6905000.0
Alkola,3494,4,4,1.13,3.39,3.79,0,0,17686000.0
Gopala,2945,4,4,1.27,2.18,3.1,1,0,15690000.0
Bommanakatte,2251,3,3,3.46,4.94,5.19,0,0,9178000.0
Basavanagudi,3899,4,4,0.77,1.48,4.92,1,0,29490000.0
Gopala,694,1,1,1.89,3.09,2.39,1,0,3623000.0
Gadikoppa,3792,4,4,1.35,2.67,1.59,1,1,27225000.0
KHB Colony,853,1,1,1.85,1.59,9.71,0,0,4871000.0
Basavanagudi,3439,4,4,0.95,0.97,4.2,1,0,26003000.0
Basavanagudi,2145,3,3,0.78,1.1,1.88,1,0,16410000.0
Basavanagudi,3900,4,4,0.63,1.25,2.44,1,0,29442000.0
Vinoba Nagar,1869,3,3,1.14,1.16,10.91,0,0,12732000.0
Alkola,4036,4,4,2.14,2.98,10.09,1,0,20818000.0
KHB Colony,4222,4,4,1.43,2.3,5.01,1,0,24854000.0
Vinoba Nagar,1483,2,2,0.98,1.28,4.07,1,1,10146000.0
Basavanagudi,2446,3,3,1.3,0.72,10.13,0,0,18276000.0
Gopala,971,2,2,2.98,3.46,7.33,0,0,5151000.0
Bommanakatte,819,1,1,2.68,5.63,10.78,1,0,3381000.0
Bommanakatte,1396,2,2,4.22,6.9,9.79,0,0,5284000.0
Vinoba Nagar,2979,4,4,1.23,0.72,6.04,1,1,20541000.0
KHB Colony,1037,2,2,1.11,2.9,6.37,1,0,5688000.0
KHB Colony,1282,2,3,1.93,1.72,5.37,0,0,7451000.0
Basavanagudi,1020,2,2,1.09,0.22,3.38,0,0,7514000.0
Vinoba Nagar,1321,2,2,0.67,2.18,7.11,1,1,9171000.0
Sulebailu,4161,4,4,4.52,7.38,8.79,1,0,15712000.0
Bommanakatte,2974,4,4,3.7,5.35,5.66,1,0,12550000.0
Vinoba Nagar,3774,4,5,1.59,2.12,8.47,1,1,25948000.0
Gopala,1238,2,2,1.24,3.62,5.55,1,0,6599000.0
Bommanakatte,898,1,1,2.51,5.49,2.1,1,0,3824000.0
Gopala,1590,2,2,1.17,2.22,9.6,0,0,8537000.0
Bommanakatte,973,2,2,2.77,4.75,10.84,1,0,4040000.0
Alkola,1865,3,3,1.62,2.11,9.63,1,0,9637000.0
Gadikoppa,1894,3,3,2.25,2.59,6.66,0,0,13411000.0
KHB Colony,3596,4,4,1.84,2.9,9.86,1,0,20709000.0
Sulebailu,1398,2,3,4.16,8.61,3.63,1,0,5225000.0
